NM,DATE(GAME),OPP,PITCHER,DEC,IP,BF,NP,H,HR,SO,R,ER,BB,IBB,HBP,AO,GO,ERA,CG,SHO,NBB,BS,NP2,S,SB,WP,BK,PO,A,DP,TP,E,PK,Unnamed: 34,DATE,GAME,WHIP
林羿豪,04/19(13),樂天,後援,"
																								無
															
															
						",1.0,4.0,15.0,0,0,1,0,0,0,0.0,0.0,1.0,2.0,0.00,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-19,13,
黃竣彥,04/19(12),中信兄弟,中繼,"
																								無
															
															
						",1.0,5.0,15.0,2,1,0,2,2,0,0.0,0.0,2.0,1.0,4.50,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-19,12,
彭識穎,04/19(12),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,4.0,18.0,1,0,1,0,0,0,0.0,0.0,2.0,0.0,0.00,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-19,12,
陳韻文,04/19(12),中信兄弟,後援,"
																								救援成功
															
															
						",1.0,3.0,13.0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,2.70,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-19,12,
黃子鵬,04/19(13),富邦,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,3.0,12.0,1,0,1,0,0,0,0.0,0.0,1.0,0.0,0.00,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-19,13,
王躍霖,04/19(13),富邦,中繼,"
																								中繼成功
															
															
						",1.0,5.0,16.0,2,0,1,0,0,0,0.0,0.0,2.0,0.0,12.00,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-19,13,
施子謙,04/19(12),中信兄弟,先發,"
															勝
															
						",6.0,24.0,75.0,7,1,4,2,2,0,0.0,0.0,7.0,6.0,3.00,0.0,0.0,0.0,0.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-19,12,
劉軒荅,04/19(12),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,3.0,10.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,3.86,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-19,12,
范玉禹,04/21(14),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.6666659999999998,5.0,10.0,0,0,1,0,0,0,0.0,0.0,2.0,2.0,7.36,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-21,14,
潘威倫,04/21(14),富邦,先發,"
															敗
															
						",1.3333330000000003,13.0,49.0,6,2,1,8,8,2,0.0,0.0,1.0,3.0,18.90,0.0,0.0,0.0,0.0,49.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-21,14,
鄭鈞仁,04/21(14),富邦,後援,"
																								無
															
															
						",1.0,7.0,32.0,3,0,0,3,2,1,0.0,0.0,1.0,2.0,7.71,0.0,0.0,0.0,0.0,32.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-21,14,
蔡明晋,04/21(14),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,3.0,7.0,1,0,0,0,0,0,0.0,0.0,0.0,2.0,0.00,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-21,14,
邱浩鈞,04/21(14),富邦,中繼,"
																								無
															
															
						",2.0,8.0,29.0,2,0,3,0,0,0,0.0,0.0,1.0,2.0,10.80,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-21,14,
林其緯,04/21(14),富邦,中繼,"
																								無
															
															
						",2.0,7.0,28.0,2,0,2,0,0,0,0.0,0.0,1.0,2.0,6.75,0.0,0.0,0.0,0.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-21,14,
陳仕朋,04/21(14),統一7-ELEVEn,先發,"
															勝
															
						",6.333332999999999,27.0,105.0,5,1,6,2,1,2,0.0,0.0,6.0,8.0,3.97,0.0,0.0,0.0,0.0,105.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-21,14,
劉軒荅,04/21(14),富邦,中繼,"
																								無
															
															
						",1.6666659999999998,9.0,37.0,2,0,2,2,2,2,0.0,0.0,2.0,1.0,6.75,0.0,0.0,0.0,0.0,37.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-21,14,
吳俊偉,04/22(16),樂天,後援,"
															敗
															
						",1.0,6.0,21.0,3,0,2,1,0,0,0.0,0.0,1.0,0.0,0.00,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,16,
卡本特,04/22(16),中信兄弟,先發,"
																								無
															
															
						",6.666666000000001,26.0,92.0,5,0,7,0,0,1,0.0,1.0,7.0,5.0,3.55,0.0,0.0,0.0,0.0,92.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,16,
伍鐸,04/22(15),統一7-ELEVEn,先發,"
															敗
															
						",2.0,13.0,52.0,5,1,1,5,5,3,0.0,0.0,2.0,2.0,14.14,0.0,0.0,0.0,0.0,52.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
李振昌,04/22(16),樂天,中繼,"
																								中繼成功
															
															
						",1.0,4.0,14.0,0,0,1,0,0,1,0.0,0.0,1.0,1.0,1.69,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,16,
鄭凱文,04/22(16),樂天,中繼,"
																								無
															
															
						",1.0,5.0,24.0,1,0,2,0,0,1,0.0,0.0,1.0,0.0,12.27,0.0,0.0,0.0,0.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,16,
黃竣彥,04/22(15),富邦,中繼,"
																								無
															
															
						",2.0,9.0,38.0,1,1,2,1,1,2,0.0,0.0,3.0,1.0,4.50,0.0,0.0,0.0,0.0,38.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
洛奇,04/22(15),富邦,先發,"
															勝
															
						",5.0,24.0,92.0,9,1,3,4,4,0,0.0,0.0,5.0,7.0,9.31,0.0,0.0,0.0,0.0,92.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
廖乙忠,04/22(16),樂天,先發,"
																								無
															
															
						",7.0,28.0,114.0,9,0,7,2,2,0,0.0,0.0,7.0,5.0,2.57,0.0,0.0,0.0,0.0,114.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,16,
蔡明晋,04/22(15),統一7-ELEVEn,中繼,"
																								無
															
															
						",2.3333330000000005,10.0,46.0,2,0,0,3,3,2,0.0,0.0,1.0,5.0,8.10,0.0,0.0,0.0,0.0,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
黃子鵬,04/22(16),中信兄弟,中繼,"
																								無
															
															
						",1.0,5.0,22.0,1,0,1,2,2,1,0.0,1.0,1.0,0.0,5.40,0.0,0.0,0.0,1.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,16,
陳禹勳,04/22(16),中信兄弟,後援,"
																								救援成功
															
															
						",1.0,3.0,20.0,1,0,0,0,0,0,0.0,0.0,0.0,2.0,4.91,0.0,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,16,
林航,04/22(15),富邦,中繼,"
																								無
															
															
						",1.0,3.0,10.0,0,0,0,0,0,1,0.0,0.0,0.0,2.0,0.00,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
王躍霖,04/22(16),中信兄弟,中繼,"
															勝
															
						",1.3333330000000003,7.0,18.0,3,0,0,0,0,0,0.0,0.0,1.0,3.0,8.31,0.0,0.0,0.0,1.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,16,
王尉永,04/22(15),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,4.0,14.0,1,0,2,0,0,0,0.0,0.0,1.0,0.0,2.70,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
林晨樺,04/22(15),統一7-ELEVEn,中繼,"
																								無
															
															
						",2.0,7.0,29.0,0,0,2,0,0,1,0.0,0.0,3.0,1.0,0.00,0.0,0.0,0.0,0.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
羅國華,04/22(15),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.0,2.0,11.0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,10.12,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
陳韻文,04/22(15),富邦,後援,"
																								無
															
															
						",1.0,3.0,12.0,0,0,2,0,0,0,0.0,0.0,0.0,1.0,2.08,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
范玉禹,04/22(15),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.6666659999999998,6.0,19.0,2,0,1,1,1,0,0.0,0.0,0.0,3.0,6.75,0.0,0.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-22,15,
蔡齊哲,04/24(18),富邦,後援,"
																								無
															
															
						",1.0,3.0,9.0,0,0,2,0,0,0,0.0,0.0,0.0,1.0,3.38,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,18,
羅國華,04/24(18),中信兄弟,中繼,"
																								無
															
															
						",1.6666659999999998,9.0,37.0,3,0,4,0,0,1,0.0,0.0,1.0,0.0,6.23,0.0,0.0,0.0,0.0,37.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,18,
江辰晏,04/24(19),樂天,先發,"
															敗
															
						",4.0,22.0,76.0,9,3,4,9,9,1,0.0,0.0,6.0,2.0,9.00,0.0,0.0,0.0,0.0,76.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,19,
米蘭達,04/24(18),富邦,先發,"
															勝
															
						",6.0,23.0,109.0,4,0,6,0,0,1,0.0,0.0,5.0,7.0,1.50,0.0,0.0,0.0,0.0,109.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,18,
劉軒荅,04/24(19),樂天,中繼,"
																								無
															
															
						",2.0,7.0,33.0,2,0,1,0,0,0,0.0,0.0,3.0,1.0,4.50,0.0,0.0,0.0,0.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,19,
鄭鈞仁,04/24(19),樂天,後援,"
																								無
															
															
						",1.0,7.0,30.0,2,0,1,3,0,1,0.0,0.0,0.0,3.0,6.35,0.0,0.0,0.0,0.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,19,
彭識穎,04/24(18),富邦,中繼,"
																								無
															
															
						",1.0,5.0,24.0,1,0,2,0,0,0,0.0,1.0,1.0,0.0,0.00,0.0,0.0,0.0,0.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,18,
林其緯,04/24(19),樂天,中繼,"
																								無
															
															
						",1.0,5.0,18.0,2,0,1,0,0,0,0.0,0.0,1.0,1.0,5.40,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,19,
林晨樺,04/24(18),中信兄弟,中繼,"
																								無
															
															
						",1.0,5.0,16.0,2,0,1,0,0,0,0.0,0.0,0.0,2.0,0.00,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,18,
邱浩鈞,04/24(19),樂天,中繼,"
																								無
															
															
						",1.0,6.0,25.0,2,0,0,2,0,0,0.0,0.0,2.0,2.0,8.31,0.0,0.0,0.0,0.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,19,
王溢正,04/24(19),統一7-ELEVEn,先發,"
															勝
															
						",7.0,27.0,93.0,4,0,6,0,0,1,0.0,2.0,8.0,6.0,1.29,0.0,0.0,0.0,0.0,93.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,19,
鄭凱文,04/24(18),富邦,中繼,"
																								無
															
															
						",1.0,4.0,16.0,1,0,0,0,0,0,0.0,0.0,1.0,2.0,9.64,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,18,
江國謙,04/24(19),統一7-ELEVEn,後援,"
																								無
															
															
						",2.0,13.0,60.0,4,1,1,4,4,2,0.0,0.0,3.0,3.0,11.25,0.0,0.0,0.0,0.0,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,19,
范玉禹,04/24(18),中信兄弟,後援,"
																								無
															
															
						",1.0,5.0,25.0,0,0,1,0,0,2,0.0,0.0,1.0,1.0,5.68,0.0,0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,18,
江國豪,04/24(18),中信兄弟,先發,"
															敗
															
						",5.0,31.0,86.0,14,0,2,10,10,1,0.0,0.0,9.0,5.0,12.19,0.0,0.0,0.0,0.0,86.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,18,
蔡明晋,04/24(18),中信兄弟,中繼,"
																								無
															
															
						",0.33333300000000005,2.0,11.0,2,0,0,1,1,0,0.0,0.0,0.0,0.0,9.82,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-24,18,
蘇俊璋,04/25(21),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,3.0,11.0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,3.00,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,21,
林其緯,04/25(21),樂天,中繼,"
																								無
															
															
						",1.6666659999999998,8.0,35.0,2,0,2,0,0,1,0.0,0.0,3.0,0.0,4.05,0.0,0.0,0.0,0.0,35.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,21,
陳韻文,04/25(21),樂天,後援,"
															勝
															
						",0.6666660000000001,3.0,12.0,0,0,0,0,0,1,0.0,0.0,2.0,0.0,1.80,0.0,0.0,0.0,0.0,12.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,21,
黃竣彥,04/25(21),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,6.0,22.0,2,0,0,0,0,1,0.0,0.0,0.0,3.0,3.86,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,21,
蔡齊哲,04/25(20),富邦,中繼,"
															勝
															
						",1.0,3.0,14.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,2.84,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,20,
陳禹勳,04/25(21),統一7-ELEVEn,後援,"
															敗
															
						",0.33333300000000005,4.0,13.0,2,1,0,2,2,1,0.0,0.0,0.0,1.0,9.00,0.0,0.0,0.0,1.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,21,
林航,04/25(21),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,4.0,22.0,0,0,2,0,0,0,0.0,0.0,1.0,1.0,0.00,0.0,0.0,0.0,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,21,
吳俊偉,04/25(20),富邦,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,4.0,17.0,0,0,1,0,0,1,0.0,1.0,0.0,1.0,0.00,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,20,
索沙,04/25(20),中信兄弟,先發,"
																								無
															
															
						",6.0,29.0,114.0,8,0,3,4,4,3,0.0,0.0,6.0,9.0,3.15,0.0,0.0,0.0,0.0,114.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,20,
費爾本,04/25(21),樂天,先發,"
																								無
															
															
						",4.0,24.0,73.0,10,2,5,7,7,2,0.0,0.0,7.0,0.0,6.46,0.0,0.0,0.0,0.0,73.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,21,
陳鴻文,04/25(20),中信兄弟,後援,"
																								無
															
															
						",1.3333330000000003,6.0,22.0,1,0,0,0,0,1,0.0,0.0,2.0,2.0,1.93,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,20,
林羿豪,04/25(20),中信兄弟,中繼,"
															敗
															
						",1.6666659999999998,9.0,29.0,1,0,0,1,0,2,1.0,0.0,2.0,3.0,0.00,0.0,0.0,0.0,0.0,29.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,20,
李振昌,04/25(20),富邦,後援,"
																								救援成功
															
															
						",1.3333330000000003,4.0,15.0,0,0,2,0,0,0,0.0,0.0,2.0,0.0,1.35,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,20,
鄭凱文,04/25(20),富邦,中繼,"
																								無
															
															
						",0.33333300000000005,3.0,12.0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,9.00,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,20,
王躍霖,04/25(21),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,2.0,6.0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,7.20,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,21,
王尉永,04/25(20),中信兄弟,中繼,"
																								無
															
															
						",0.0,3.0,12.0,2,0,0,1,1,1,0.0,0.0,0.0,0.0,5.40,0.0,0.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,20,
羅傑斯,04/25(20),富邦,先發,"
																								無
															
															
						",5.666666000000001,25.0,102.0,5,1,2,5,5,3,0.0,0.0,10.0,5.0,4.26,0.0,0.0,0.0,0.0,102.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,20,
霸能,04/25(21),統一7-ELEVEn,先發,"
																								無
															
															
						",6.666666000000001,30.0,113.0,9,1,6,6,6,3,0.0,0.0,4.0,8.0,4.70,0.0,0.0,0.0,0.0,113.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-25,21,
施子謙,04/26(23),樂天,先發,"
															勝
															
						",5.333332999999999,22.0,94.0,6,1,3,4,4,0,0.0,0.0,5.0,8.0,4.76,0.0,0.0,0.0,0.0,94.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
蔡齊哲,04/26(22),富邦,後援,"
																								無
															
															
						",1.0,3.0,13.0,0,0,1,0,0,1,0.0,0.0,0.0,1.0,2.45,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,22,
鄭鈞仁,04/26(23),樂天,後援,"
																								無
															
															
						",1.0,4.0,18.0,2,0,0,0,0,0,0.0,0.0,1.0,1.0,5.40,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
林羿豪,04/26(22),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,4.0,18.0,1,0,2,0,0,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,22,
林柏佑,04/26(23),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,7.0,22.0,2,0,1,1,1,1,0.0,1.0,1.0,1.0,15.43,0.0,0.0,0.0,0.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
范玉禹,04/26(22),中信兄弟,中繼,"
																								無
															
															
						",0.0,3.0,15.0,3,0,0,2,2,0,0.0,0.0,0.0,0.0,8.53,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,22,
蘇俊璋,04/26(23),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,5.0,16.0,3,1,1,1,1,0,0.0,0.0,0.0,1.0,4.50,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
謝榮豪,04/26(22),富邦,中繼,"
																								無
															
															
						",0.6666660000000001,4.0,13.0,1,0,1,0,0,0,1.0,0.0,1.0,0.0,2.45,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,22,
游霆崴,04/26(22),中信兄弟,先發,"
															勝
															
						",6.0,23.0,84.0,6,0,4,1,1,1,0.0,0.0,6.0,6.0,1.50,0.0,0.0,0.0,0.0,84.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,22,
林航,04/26(23),樂天,中繼,"
																								無
															
															
						",0.6666660000000001,3.0,13.0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,0.00,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
王尉永,04/26(22),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,5.0,18.0,2,1,2,1,1,0,0.0,0.0,1.0,0.0,6.23,0.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,22,
劉軒荅,04/26(23),樂天,中繼,"
																								無
															
															
						",1.0,3.0,9.0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,3.86,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
林逸翔,04/26(23),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.6666659999999998,11.0,44.0,2,1,1,2,2,3,0.0,1.0,2.0,2.0,8.10,0.0,0.0,0.0,0.0,44.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
黃子鵬,04/26(23),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,3.0,11.0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,4.15,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
翁瑋均,04/26(23),統一7-ELEVEn,先發,"
															敗
															
						",3.3333330000000005,20.0,93.0,10,2,3,8,7,1,0.0,0.0,2.0,4.0,6.97,0.0,0.0,0.0,0.0,93.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
陳鴻文,04/26(22),中信兄弟,後援,"
																								救援成功
															
															
						",1.0,3.0,15.0,0,0,1,0,0,0,0.0,0.0,0.0,2.0,1.59,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,22,
德保拉,04/26(22),富邦,先發,"
															敗
															
						",6.333332999999999,25.0,103.0,6,3,5,5,5,2,0.0,0.0,4.0,8.0,5.12,0.0,0.0,0.0,0.0,103.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,22,
邱浩鈞,04/26(23),樂天,中繼,"
																								無
															
															
						",1.0,4.0,15.0,2,0,1,1,1,0,0.0,0.0,0.0,1.0,8.44,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-26,23,
羅國華,04/28(24),樂天,中繼,"
																								無
															
															
						",1.0,3.0,11.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,5.06,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-28,24,
伍鐸,04/28(24),樂天,先發,"
															敗
															
						",5.666666000000001,26.0,88.0,8,1,1,2,2,0,0.0,2.0,5.0,10.0,9.24,0.0,0.0,0.0,0.0,88.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-28,24,
林晨樺,04/28(24),樂天,後援,"
																								無
															
															
						",1.0,4.0,21.0,1,0,2,0,0,0,0.0,0.0,1.0,0.0,0.00,0.0,0.0,0.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-28,24,
尼寇力,04/28(24),富邦,先發,"
															勝
															
						",8.0,28.0,104.0,2,0,6,0,0,2,0.0,1.0,4.0,13.0,0.00,0.0,0.0,0.0,0.0,104.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-28,24,
王躍霖,04/28(24),富邦,後援,"
																								救援成功
															
															
						",1.0,3.0,9.0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,6.00,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-04-28,24,
